author,favorite_count,text,in_reply_to_screen_name,created_at,retweet_count,id_str,imagelink 
timfarron,0,@davidcharlesbow Yes.,,Mon Jun 06 07:58:34 +0000 2016,0,739728172766404609,NA
vote_leave,225,We need to #TakeControl of our immigration policy to ease the pressure on our NHS. #VoteLeave on 23 June https://t.co/siX7cnUBmu,,Thu May 26 11:32:02 +0000 2016,232,735795626672324608,https://pbs.twimg.com/media/CjYSOUmXIAEtp6F.jpg
Nigel_Farage,543,"I don't want to see the scenes in Cologne repeated in the UK. We would be a #SaferBritain outside of EU.
https://t.co/Og0lr0VPHz",,Fri Apr 29 11:13:52 +0000 2016,515,726006583310708736,NA
peoplesvote_hq,368,"Lord Sugar on #Brexit: ""This is the most serious vote you will most probably ever make in your lifetime"":
https://t.co/6Y1aRBirnI",,Tue May 31 10:11:09 +0000 2016,390,737587213202919424,NA
andrealeadsom,7,I'm keeping a reading list of excellent articles / resources on Brexit. Are you following? https://t.co/G71tQEHHiX,,Wed May 11 13:43:48 +0000 2016,11,730392969371648001,NA
RuthDavidsonMSP,6,"@IainMcGill @scottreid1980 not a blooming chance, mate!",IainMcGill,Sun Jun 19 10:52:53 +0000 2016,0,744483084700098565,NA
vote_leave,120,.@SamCoatesTimes @elliotttimes Puzzled by 'defection'. We didn't even know she was part of the campaign...,SamCoatesSky,Sun Jun 19 21:46:50 +0000 2016,87,744647656950140930,NA
LeaveEUOfficial,40,"'@Nigel_Farage ""Increasingly people are seeing the EU question and the immigration question as one in the same""",,Fri Apr 29 09:57:35 +0000 2016,35,725987384232386560,NA
LeaveEUOfficial,45,'@andyburnhammp says he wants powers devolved to cities &amp; regions such as Manchester while supporting the centralisation of power in the EU.,,Thu May 19 14:00:20 +0000 2016,46,733296233553514496,NA
Nigel_Farage,352,"Just arrived in Bulwell - another big crowd, lots of enthusiasm to Leave EU. #BrexitBusTour https://t.co/pESHHtMHRl",,Tue May 24 14:02:33 +0000 2016,197,735108730866524160,https://pbs.twimg.com/media/CjOhenqWEAASRYb.jpg
RuthDavidsonMSP,11,@timothy_stanley @MrHarryCole @GeneralBoles mine's still in my wardrobe from when I was in.,timothy_stanley,Thu May 19 19:50:44 +0000 2016,2,733384415653564416,NA
PennyMordaunt,1,Attending Westminster Hall debate secured by @SuellaFernandes on Southern health. Minister Alistair Burt responding.,,Wed Jun 08 14:48:49 +0000 2016,3,740556189386301440,NA
RuthDavidsonMSP,0,@Douglas4Moray @IainMcGill @BrianWhittle and certainly no East 17....,Douglas4Moray,Tue Jun 07 22:39:00 +0000 2016,0,740312130163859457,NA
peoplesvote_hq,18,Labour’s Tom Watson: Vote REMAIN on 23 June for a brighter &amp; better off Britain https://t.co/yUgkRxeJ7K https://t.co/Tit61hMoGL,,Thu Jun 16 12:21:58 +0000 2016,24,743418336042680320,https://pbs.twimg.com/media/ClEnCCJVEAA0dog.jpg
George_Osborne,78,"Good meeting with @SpeakerRyan, where we talked about tax reform, trade ... and a little bit of politics https://t.co/rhNGjOe2jk",,Fri Apr 15 17:02:32 +0000 2016,27,721020897545580545,https://pbs.twimg.com/media/CgGUqJcWcAAEL6n.jpg
peoplesvote_hq,30,Boris is never a man to let the facts get in the way of a good story #ITVEURef https://t.co/unNG6fwpzM,,Thu Jun 09 20:29:14 +0000 2016,45,741004248331214848,NA
vote_leave,163,".@andrealeadsom tells @BuzzFeedUK:'Genuinely, as a mum, all the sunlit uplands are when we leave the EU' #VoteLeave https://t.co/KhywKSYD9M",,Mon Jun 20 15:04:39 +0000 2016,183,744908829901611008,NA
SadiqKhan,469,"Delighted to announce key appointments to my team at City Hall.
https://t.co/xwlLFHSm2u https://t.co/2yldhlqb0o",,Tue May 24 13:07:50 +0000 2016,230,735094957812387840,https://pbs.twimg.com/media/CjOU8kcUgAEUoG-.jpg
Airdy51,0,"@RuthDavidsonMSP Yep, been following your campaign closely. Looked like hard work! We miss you.  😊
xx",RuthDavidsonMSP,Mon May 23 09:02:19 +0000 2016,0,734670787228078081,NA
999gillkking999,1,@timfarron @somersetlevel I have been known to vote lib dem.,timfarron,Wed May 04 22:35:53 +0000 2016,0,727990158327427072,NA
Nigel_Farage,445,Local businesses in South Yorkshire supporting #Brexit. Terrific stuff. #BrexitBusTour https://t.co/kj0krOHoBc,,Wed May 25 10:15:04 +0000 2016,276,735413868810407936,https://pbs.twimg.com/media/CjS2_9zWYAEA5iD.jpg
peoplesvote_hq,8,"Whatever you made of tonight's debate, sign up to vote in this crucial referendum: https://t.co/qbhmor4xzf #ITVEURef",,Thu Jun 09 21:11:10 +0000 2016,20,741014802303176704,NA
RuthDavidsonMSP,5,@scottreid1980 and then enjoy the rest of the prog so much that they have to crow-bar me off the stage at the end....,RuthDavidsonMSP,Sun Jun 19 10:49:46 +0000 2016,0,744482300759523328,NA
LeaveEUOfficial,83,"Start-up Britain will thrive out of the EU, writes @AllisterHeath https://t.co/4qUnGJR0Wq https://t.co/YQFP5i5Klq",,Sat May 28 13:00:25 +0000 2016,101,736542643463802881,https://pbs.twimg.com/media/Cji5oaHWgAA5mdC.jpg
LeaveEUOfficial,114,More Labour MPs advocate Brexit as the EU has become a corporatist rich man's club https://t.co/BjhGmodJEN #brexit,,Fri Jun 10 14:12:30 +0000 2016,135,741271827083825152,NA
David_Cameron,212,The head of Hitachi warns Brexit would force them &amp; other foreign investors to 'rethink' their UK operations &amp; jobs: https://t.co/yxukUQsedW,,Tue Jun 07 07:01:54 +0000 2016,159,740076298131935232,NA
David_Cameron,175,Just 3 days to register to vote in the EU referendum. Register here (you'll need your National Insurance number): https://t.co/vdRSW8NN4m,,Sat Jun 04 16:29:26 +0000 2016,181,739131960258334721,NA
David_Cameron,161,An important article from @Lord_Sugar on how leaving Europe would be “a gamble too far” #StrongerIN https://t.co/xcq451GHRw,,Tue May 31 07:28:29 +0000 2016,114,737546274946224128,NA
LeaveEUOfficial,209,The UK had workers rights long before the EU implemented them. What did the Dagenham girls fight for in the 60s? #C4Debate,,Wed Jun 22 20:25:21 +0000 2016,192,745714313126621184,NA
NicolaSturgeon,125,Glasgow-bound after a brilliant two days in the Highlands. Thanks &amp; good luck @kate4SLB @FergusEwingSNP @GailRossSNP #BothVotesSNP,,Fri Apr 15 16:01:28 +0000 2016,56,721005528894345216,NA
vote_leave,106,.@BorisJohnson and @DouglasCarswell on the Vote Leave #BattleBus #TakeControl https://t.co/YZFAwhvito,,Tue May 17 12:13:09 +0000 2016,64,732544485209604096,https://pbs.twimg.com/media/CiqFU_UWsAQslnM.jpg
Nigel_Farage,419,"For Leave to win, we must never allow pro-EU side to hide away from the issue of open borders.
https://t.co/E0jMQaB0uy",,Fri Apr 29 11:52:57 +0000 2016,416,726016418622246914,NA
LeaveEUOfficial,125,'@eddieizzard seems to think that being able to study and holiday in other European countries warrants political union with them. #Marr,,Sun May 22 08:19:13 +0000 2016,89,734297551478894592,NA
GiselaStuart,3,BBC News - EU referendum: Labour's Harman and Stuart debate women's rights https://t.co/nYtK58eLME,,Fri May 13 16:09:25 +0000 2016,8,731154390627782656,NA
andrealeadsom,0,@mollyyysss Your Auntie for example? Xxx,,Mon May 23 05:54:20 +0000 2016,0,734623479178395648,NA
LeaveEUOfficial,66,"""I'm going to stick to the arguments"", says the PM, having just listed a series of pro-EU faceless job titles as reasons for remain. #Peston",,Sun May 22 09:15:19 +0000 2016,88,734311668671516672,NA
andrealeadsom,1,Do you know a young person who deserves recognition? Nominate them for a Youth Ambition Award via @mycountycouncil https://t.co/lE3tiZFJEO,,Wed Apr 20 15:26:01 +0000 2016,2,722808546916745218,NA
Nigel_Farage,392,Vote UKIP on May 5th and help get our country back! https://t.co/VmBt1GWPNt,,Thu Apr 28 10:40:42 +0000 2016,266,725635847463276545,NA
SadiqKhan,75,"I’ll be a Mayor for all Londoners.

Millions of Londoners are on Twitter - help spread the word by retweeting this.
https://t.co/txLZkfxFK5",,Tue Apr 19 15:39:58 +0000 2016,130,722449668127350784,NA
PennyMordaunt,0,@CraigTilley95 @BuzzFeedUKPol ta! 🇬🇧,CraigTilley95,Fri Jun 10 20:08:41 +0000 2016,0,741361461960806401,NA
peoplesvote_hq,20,"Bank of England - one of the most trusted voices in the debate - once again say #Brexit will damage our economy.
https://t.co/Wcl9IHYrPp",,Sun May 15 13:07:03 +0000 2016,60,731833271550533633,NA
LeaveEUOfficial,123,"Don't forget, our PM is one of the biggest supporters of Turkey's accession to the EU. @afneil asks @George_Osborne ""Who is he misleading?""",,Wed Jun 08 18:55:17 +0000 2016,111,740618214615490561,NA
vote_leave,21,Those who wanted reform of the EU 'despaired as no reform was forthcoming' with PM's deal,,Mon May 09 10:25:56 +0000 2016,18,729618400201326592,NA
peoplesvote_hq,63,Labour MP @hilarybennmp says that President Putin would ’shed no tears’ if the UK voted to leave the EU  #C4Debate https://t.co/zTBmWJMoVS,,Wed Jun 22 21:10:53 +0000 2016,76,745725769784123392,https://pbs.twimg.com/media/Ca77E3jWIAALlBM.png
LeaveEUOfficial,259,Reality Check: How control of Britain is shared between the European Union and the UK Government. https://t.co/KgQAzCoM0B,,Thu May 12 06:00:38 +0000 2016,450,730638796425994241,https://pbs.twimg.com/media/CiPAHScUoAEXu6Z.jpg
peoplesvote_hq,3,On @instagram? Follow us &amp; help secure a stronger UK that delivers for future generations https://t.co/fXJFpcEfhJ https://t.co/2URO2dIjwW,,Thu May 05 14:02:34 +0000 2016,3,728223365975126016,https://pbs.twimg.com/media/ChsrQ0pWMAAdWyu.jpg
timfarron,368,I am utterly heartbroken at the news of the death of Jo Cox. This is a devastating attack on our peaceful society. https://t.co/2942TfP8dk,,Thu Jun 16 16:38:38 +0000 2016,281,743482930866053121,NA
LeaveEUOfficial,46,"Lagarde on IMF predictions:

""Sometimes we are wrong"" 

#LeaveEU #Brexit",,Fri May 13 09:58:00 +0000 2016,48,731060919766269952,NA
vote_leave,239,You have less than two hours before polls close! Go to your local polling station and #VOTELEAVE before 10pm! https://t.co/nFRGQ01KgA,,Thu Jun 23 19:10:51 +0000 2016,221,746057951895494656,https://pbs.twimg.com/media/ClqHqgIWYAEYOBH.jpg
peoplesvote_hq,25,Experts from every walk of life have joined together to say that we're better off staying IN Europe. #ITVEURef https://t.co/eX96dVKwmd,,Tue Jun 07 20:33:51 +0000 2016,63,740280635244175360,https://pbs.twimg.com/media/CkYBUCzWUAA6jfK.jpg
LeaveEUOfficial,77,"Lily Cole backing #Brexit.... #LuvviesForLeave
Take back control on June 23rd #VoteLeave https://t.co/sqeGhRCNbe",,Tue Jun 14 15:44:27 +0000 2016,60,742744517040865281,NA
peoplesvote_hq,52,"Former MI5 &amp; MI6 heads: ""Countering terror is a team game and the EU is the best framework"" https://t.co/51ZQpYRyyo https://t.co/q1XIRqQiOB",,Sun May 08 17:23:49 +0000 2016,102,729361173989199873,https://pbs.twimg.com/media/Ch82HUJXAAAYyf-.jpg
LeaveEUOfficial,48,"In case you missed it, watch George Osborne being grilled about his great deception over Brexit. https://t.co/ScKUEujlmD",,Sat May 14 15:00:37 +0000 2016,78,731499463282397184,NA
David_Cameron,309,The Archbishop of Canterbury wants to Remain in the EU - 'the vision for our future cannot be only about ourselves' https://t.co/o8xtoqIj51,,Sun Jun 12 10:03:34 +0000 2016,207,741933955881041920,NA
peoplesvote_hq,12,ICYMI: Leave campaigns STILL can't say what UK out of the EU looks like. But we know we're only stronger IN. Pls RT. https://t.co/LQMqJw9LYt,,Thu Apr 21 20:40:43 +0000 2016,34,723250131802447874,NA
timfarron,4,@Adam_Hyde @AhirShah Sadly...quite busy at the mo.,Adam_Hyde,Thu May 19 09:46:45 +0000 2016,1,733232416018599936,NA
vote_leave,63,EU politicians will make laws to protect the euro. We will lose even more influence if we stay in the EU #ITVEURef,,Thu Jun 09 20:46:35 +0000 2016,63,741008611921559555,NA
andrealeadsom,17,"The Establishment is mistaken if it thinks the British voter will be cowed into submission:
https://t.co/yxrCzYPSWm 
#ProjectReasonable",,Thu Jun 02 07:50:15 +0000 2016,17,738276526202949632,NA
peoplesvote_hq,40,"There would be ""huge disruption"" for supermarket supply chains if the UK votes to leave Europe #StrongerIn
https://t.co/I5PXCbtrzz",,Sun May 22 14:40:48 +0000 2016,59,734393580148559876,NA
NicolaSturgeon,631,Party politics aside...having a woman nominated for @WhiteHouse for the first time is massive. Another crack in the glass ceiling. #Hillary,,Tue Jun 07 21:31:15 +0000 2016,203,740295080108564481,NA
LeaveEUOfficial,59,Govt. admitted Free Movement “extensively exploited by organised criminals” in 2014. We shouldn't be part of this. https://t.co/7Zlv5Rs4LP,,Sat May 21 16:09:12 +0000 2016,119,734053439458684928,NA
LeaveEUOfficial,320,EU membership prevents us from restricting ever increasing immigration levels from failing Eurozone nations #LeaveEU https://t.co/1AwqaKVkSN,,Wed May 25 06:00:36 +0000 2016,469,735349829312876548,https://pbs.twimg.com/media/CjR8xf0WsAAeIYg.jpg
LeaveEUOfficial,253,You don’t have to be in political union to live in another country! #LeaveEU https://t.co/me1SdwbYsg,,Sun May 22 18:01:06 +0000 2016,305,734443986555969537,https://pbs.twimg.com/media/CjFE6gEWsAAsuOC.jpg
vote_leave,133,"If we stay in the EU, the NHS will be put under more pressure and the A&amp;E crisis will get even worse. #VoteLeave https://t.co/5lOEyRSioJ",,Thu May 19 18:30:17 +0000 2016,175,733364168485638146,https://pbs.twimg.com/media/Ci1u008XIAAZB7N.jpg
LeaveEUOfficial,53,".@Liars4Leave @sherbertzeedonk “There is no European army.” Never mind all this, or Merkel &amp; Juncker demanding one. https://t.co/4Kltkp3QxG",,Wed May 25 07:37:51 +0000 2016,76,735374306193072128,https://pbs.twimg.com/media/CjSTAxjWkAA3Nm4.jpg
johnlee88,0,@timfarron please help lead a positive campaign. Project Fear is off putting even for those of us who want to remain in Europe.,timfarron,Tue May 10 20:32:37 +0000 2016,0,730133464666779648,NA
LeaveEUOfficial,197,"With supporters like these, we're sure we can achieve something truly historic on June 23. #Independence #LeaveEU https://t.co/yvPUk72Hn2",,Wed Jun 08 12:12:01 +0000 2016,142,740516731525967872,https://pbs.twimg.com/media/CkbYCnyWEAAEt_V.jpg
NicolaSturgeon,381,Stopped off on campaign trail to visit the inspirational Winnie Ewing. Those of us in @theSNP today owe so much to Winnie &amp; her generation.,,Fri Apr 29 13:49:29 +0000 2016,199,726045746865291264,NA
LeaveEUOfficial,303,"‘@StrongerIn Chair, Lord Rose admits wages will rise when we #LeaveEU.
Vote for prosperity. Vote ‘Leave’ on 23 June https://t.co/ZV7zJ6wpRj",,Thu Apr 28 06:00:40 +0000 2016,439,725565377141415936,https://pbs.twimg.com/media/ChG53alU4AAarqF.jpg
LeaveEUOfficial,74,".@sundayexpress1 Brexit would rid us of (corrupt) bureaucratic subsidies, farming minister has promised. https://t.co/z9m0IsgJqw",,Sun May 01 12:20:24 +0000 2016,98,726748102955245569,NA
peoplesvote_hq,93,Abba legend Bjorn Ulvaeus on the UK leaving the EU: “It’s like someone you love leaving you. It’s emotional.” https://t.co/Zdbzje5vkd,,Sat May 14 20:07:57 +0000 2016,99,731576809058402305,https://pbs.twimg.com/media/CicVNhuWEAEltlx.jpg
George_Osborne,50,Real wages going up. Record numbers in work. We've made so much progress since the crash. Leaving EU would be leap in the dark #StrongerIn,,Wed Jun 15 12:10:50 +0000 2016,42,743053150194663426,NA
LeaveEUOfficial,78,Let's prove these unelected Eurocrats wrong by voting #Leave on 23 June!  https://t.co/D8RemG7tD9,,Thu May 12 11:28:31 +0000 2016,97,730721310859526144,NA
George_Osborne,34,We need more affordable housing and schemes like @helptobuy. Last thing first-time buyers need is lower wages and mortgage squeeze,,Sun Jun 05 11:59:49 +0000 2016,12,739426498466189312,NA
timfarron,30,#INtogether #StrongerIn Pledge your support &gt; https://t.co/9ouiCf96GW  https://t.co/g30wfUqNsO,,Wed Jun 22 17:59:39 +0000 2016,29,745677645229228032,NA
GeneralBoles,2,@RuthDavidsonMSP I'm feeling unbearably smug tbqh,RuthDavidsonMSP,Fri Jun 10 16:30:40 +0000 2016,0,741306598384140288,NA
RuthDavidsonMSP,225,"A lovely tribute to Jo Cox from her local paper. What a remarkable woman. What a senseless loss.
https://t.co/Gngj0HcqdM",,Thu Jun 16 17:40:17 +0000 2016,158,743498446150242304,NA
SadiqKhan,125,READ &amp; SHARE: Undecided or know someone who is? Here's why we're #StrongerIn #EUref https://t.co/2RRlVpb3Yp,,Thu Jun 23 18:38:43 +0000 2016,98,746049866388865029,NA
DUPleader,21,A fabulous day @balmoralshow #ProudofNI https://t.co/zo6LEtbiAe,,Fri May 13 14:40:26 +0000 2016,5,731131995011579905,https://pbs.twimg.com/media/CiWAqwhXEAA-Cin.jpg
vote_leave,12,"@IainDale Yes, these were not produced by @Vote_Leave. We don't know who's done them, but hope they'll take them down",IainDale,Sun May 29 00:23:57 +0000 2016,11,736714661345787904,NA
DUPleader,14,"After Lisburn this morning it was on to South Belfast. For me, Sandy Row is always like going home. https://t.co/gpxOEUEzSM",,Tue Apr 19 16:49:42 +0000 2016,3,722467220878704640,https://pbs.twimg.com/media/Cga4G68W8AAyAdb.jpg
George_Osborne,16,Joining @LionelBarber of @FT for EU referendum discussion. Am sure Leave campaign's admission it wants to exit single market will come up,,Mon May 09 17:32:06 +0000 2016,10,729725645593432068,NA
NicolaSturgeon,2164,The SNP has tonight won an historic third term as Scotland's government. I pledge to be First Minister for all of Scotland. #SP16,,Fri May 06 05:07:37 +0000 2016,1002,728451127541301249,NA
David_Cameron,413,"India's PM @narendramodi has told the @WSJ he wants Britain to remain in the EU and declared ""the UK is the gateway to Europe"". #StrongerIn",,Thu May 26 18:31:21 +0000 2016,377,735901150306787329,NA
peoplesvote_hq,46,"Lord Ashdown: ""While all our friends would mourn #Brexit, Putin would cheer.” https://t.co/8vMmeef5EF https://t.co/NA2srgfAlc",,Sun Apr 17 15:55:04 +0000 2016,89,721728694667100164,https://pbs.twimg.com/media/CgQYbCOWIAEN9Kb.jpg
peoplesvote_hq,11,Alistair Darling: the leave campaigns have given up on advocating a credible alternative for the UK economy to EU membership #StrongerIn,,Fri Apr 15 09:58:59 +0000 2016,14,720914308478148608,NA
George_Osborne,15,At Teconnex in Keighley with Kris Hopkins &amp; @TimkirkhopeMEP.80% of exports go to EU + they don't want leap in dark https://t.co/3NS9bjry7f,,Thu Jun 02 10:11:43 +0000 2016,11,738312129426653184,https://pbs.twimg.com/media/Cj8C9ABWgAQtrrN.jpg
BorisJohnson,636,Just heard the absolutely horrific news about the attack on Jo Cox MP. My thoughts are with Jo and her family,,Thu Jun 16 13:18:49 +0000 2016,360,743432645619687424,NA
peoplesvote_hq,46,Lib Dems' @timfarron: this referendum is crucial for future opportunities for young people https://t.co/ZGK9IisdAY https://t.co/oCIiomI4On,,Mon Jun 13 19:10:01 +0000 2016,73,742433862257680384,https://pbs.twimg.com/media/Ck2nqOTWYAEcB6M.jpg
RuthDavidsonMSP,2,"@Mr_Mark_Brown looking handsome, big man. X",Mr_Mark_Brown,Mon May 16 20:54:41 +0000 2016,1,732313342518431744,NA
NicolaSturgeon,2321,I didn't know Jo Cox but by all accounts she was a brilliant young MP. And today she was just doing her job. My heart breaks for her family,,Thu Jun 16 16:24:07 +0000 2016,1043,743479276146688000,NA
DUPleader,44,Shows a total lack of understanding of Northern Ireland and the people who live here.  https://t.co/7o0z6hKWdU,,Mon Jun 13 14:19:19 +0000 2016,32,742360705484083200,NA
PennyMordaunt,0,"@JabbaLeChat @TheRedRag TY 4 the support, I disagree with Soames on this issue but I'm a fan &amp; have taken his wise counsel on other matters.",JabbaLeChat,Mon Apr 25 08:47:02 +0000 2016,0,724520078558019584,NA
LeaveEUOfficial,53,"Fire Brigade cuts = deaths up 20%. 2010-15 cuts, worth £36bn, avoidable if £42bn net not given to EU in same years. https://t.co/eaqLwYVqzQ",,Sat May 28 08:07:14 +0000 2016,96,736468860996624384,NA
vote_leave,251,Sir James Dyson says we should #VoteLeave and #TakeControl https://t.co/yKOjgDm1yB https://t.co/YjZ7ZKJm83,,Sat Jun 11 16:42:15 +0000 2016,286,741671901395816449,https://pbs.twimg.com/media/CkryqZKXAAE3taP.jpg
peoplesvote_hq,80,Royal College of Midwives are just one respect health organisation who say we must vote REMAIN for our NHS: https://t.co/ta0xPH3qi4 #bbcqt,,Sun Jun 19 18:08:45 +0000 2016,117,744592772171243521,NA
Nigel_Farage,635,Turkey and others are to receive funding from the UK to help those countries prepare for full EU membership! https://t.co/pzeTdtxVuf,,Sun Jun 19 18:31:09 +0000 2016,928,744598410750197760,NA
NicolaSturgeon,89,Some thoughts I shared on Facebook just after voting to #Remain. #EUref https://t.co/2zkUa8s37n,,Thu Jun 23 08:38:35 +0000 2016,67,745898836586037248,NA
GiselaStuart,5,How the EU Over-Regulates Us https://t.co/apNykXPwrq via @guidofawkes,,Fri May 13 10:38:27 +0000 2016,11,731071098645839872,NA
vote_leave,122,.@JohnMannMP explains why controlling immigration is essential to plan for public services #VoteLeave #TakeControl https://t.co/5P7q8EfZXP,,Mon Jun 13 16:05:09 +0000 2016,155,742387341772394496,https://pbs.twimg.com/ext_tw_video_thumb/742387265901604868/pu/img/MoN_L4SectMG0YvP.jpg
timfarron,1,@MrLibDem Have a good weekend,ESMpolitical,Sat Apr 30 12:31:19 +0000 2016,0,726388462421721088,NA
LeaveEUOfficial,52,"SNP berate In camp's ""apocalyptic nonsense"" saying it's ""an insult to every single voter up &amp; down the country."" Thoughts @StrongerIn?#bbcqt",,Thu May 12 22:19:25 +0000 2016,45,730885117653221376,NA
RuthDavidsonMSP,1,"@JournoStephen oh goodness, no. But there can be a difference of several hundred per week (on top of the several hundred baseline).",JournoStephen,Tue May 24 20:46:23 +0000 2016,0,735210359859056640,NA
peoplesvote_hq,150,"""Do I trust them or do I trust you?"" Important #bbcqt moment as Leave are called out on inaccurate science claims.
https://t.co/KQhGzbItKz",,Wed Jun 15 18:51:22 +0000 2016,248,743153944008896512,NA
LeaveEUOfficial,26,Buy your ticket NOW for @BrexitTheMovie on May 11th at https://t.co/kpLmLfgZPi using the code: 'Brexit' #LeaveEU https://t.co/4sa9aWoIlY,,Wed May 04 17:00:30 +0000 2016,26,727905753382662146,https://pbs.twimg.com/media/ChoKbOSXAAEzlgg.jpg
peoplesvote_hq,42,"Inflation rising, slow growth &amp; a possible recession. The Bank of England couldn't be clearer: the UK is #StrongerIn https://t.co/QsE3GT7HLA",,Fri May 13 16:32:28 +0000 2016,71,731160190993760256,https://pbs.twimg.com/media/CiWaJ7zWwAANNi1.jpg
RuthDavidsonMSP,0,@Airdy51 miss you and Melsa too. Ken used to live over there so we're overdue a return. X,Airdy51,Mon May 23 09:04:49 +0000 2016,0,734671414540795904,NA
timfarron,1,@marcmulligan @mill_jam Hope this helps: https://t.co/dGK9BJAjzu,marcmulligan,Sat May 07 10:49:11 +0000 2016,0,728899472378503168,NA
LeaveEUOfficial,185,"'I like the EU, but I'm voting out' @PCollinson @Guardian

#VoteLeave for higher wages and lower rent #EURef #Brexit https://t.co/cB7esefhZb",,Sat Jun 18 08:46:59 +0000 2016,252,744089010759434240,NA
peoplesvote_hq,18,David Cameron takes the Leave Campaign's misleading leaflets to task #bbcqt,,Sun Jun 19 18:19:26 +0000 2016,16,744595461563158528,NA
David_Cameron,1044,It's great to see David Walliams is voting Remain.  https://t.co/SusGgBqiJj,,Thu Jun 23 06:54:15 +0000 2016,262,745872579924197376,NA
peoplesvote_hq,51,"Simon Stevens, the boss of the NHS England is clear: leaving Europe would be dangerous for our NHS. #bbcqt https://t.co/AJ7F2s98X6",,Sun Jun 19 18:08:07 +0000 2016,74,744592612842176513,NA
andrealeadsom,15,So Turkey isn't joining the EU? Really?  Take back control and #VoteLeave !! https://t.co/Tr5q5SYrTk,,Sun May 22 20:38:10 +0000 2016,17,734483512397553665,NA
LeaveEUOfficial,96,"'The EU is sabotaging our Army', says General Sir Michael Rose. Safer to #LeaveEU on June 23rd. https://t.co/lGUdIqJgym",,Thu May 26 08:52:03 +0000 2016,156,735755365556486144,NA
SadiqKhan,333,"Londoners need a cleaner, healthier city. I'm calling on the govt to ensure we take real action to make it happen.
https://t.co/8ubCP0Ri3V",,Fri May 27 16:57:27 +0000 2016,189,736239909271408640,NA
vote_leave,116,EU demands that we have to treat its law as superior to our law. That means we lose control if we stay in the EU. #ITVEURef,,Thu Jun 09 20:34:43 +0000 2016,124,741005626675957760,NA
LeaveEUOfficial,88,"Remainers, saying you've won the economics argument and winning it, not the same thing. IDS in @thesundaytimes https://t.co/4QZu43BYXH",,Mon May 30 16:52:21 +0000 2016,98,737325788580679682,NA
peoplesvote_hq,22,"Albanian PM ""Millions of people across Europe &amp; beyond are urging Britain: Please don’t go.” https://t.co/kruI1NZijD https://t.co/YlBMy8TprA",,Tue Apr 26 11:59:51 +0000 2016,31,724930991136067584,https://pbs.twimg.com/media/Cg943KoWgAE_Pb0.jpg
Nigel_Farage,1612,"People have had enough of being threatened and lied to by the Prime Minister. Vote to Leave on June 23rd.
https://t.co/8xMCAfvCTl",,Sun Jun 12 08:49:39 +0000 2016,1235,741915353756794880,NA
RuthDavidsonMSP,30,@Ribenageorgina careful. Someone might hold you to that...,Ribenageorgina,Thu May 05 23:35:50 +0000 2016,11,728367633578524672,NA
vote_leave,37,Thank you to everyone who came to our rallies yesterday. There's a few places left for today's events. Sign up here https://t.co/rGk7xNn4vv,,Sat Apr 16 09:20:24 +0000 2016,24,721266983694647298,NA
vote_leave,55,After we #VoteLeave we can #TakeControl of our intelligence services https://t.co/IFqciH2W2w,,Mon May 09 06:32:07 +0000 2016,111,729559557819731968,https://pbs.twimg.com/tweet_video_thumb/Ch_qjUSXAAAw7Ch.jpg
LeaveEUOfficial,56,We are LESS secure: EU cannot agree 'foreign fighter' definition so extremists are free to travel to UK @Telegraph https://t.co/RTAcQBuQrq,,Sat Apr 23 06:12:06 +0000 2016,84,723756311867998208,NA
vote_leave,296,.@GiselaStuart: The people who said we should scrap the £ are now saying we must stay in the EU #WrongThenWrongNow https://t.co/pGKkd7STfS,,Fri May 13 16:21:24 +0000 2016,479,731157407661993984,https://pbs.twimg.com/ext_tw_video_thumb/731157354864123905/pu/img/hoB7FiuDWgAq_Mhq.jpg
LeaveEUOfficial,158,"50% of immigration comes from bloc with just 6.7% of global pop.

Ditch free movement for a fairer policy on 23 June https://t.co/Rt2PqJXtje",,Thu May 26 13:27:48 +0000 2016,199,735824760425304064,https://pbs.twimg.com/media/CjYsuFWXIAA6x9_.jpg
LeaveEUOfficial,52,Plus the IFS itself receives 11% of its funding from the EU. https://t.co/cmBFPGQz4J,,Wed May 25 14:22:03 +0000 2016,94,735476024117432320,NA
peoplesvote_hq,34,Lib Dem peer Shirley Williams warns of rising costs if we vote to leave Europe: https://t.co/PHSh55RA9s,,Mon May 23 20:47:21 +0000 2016,69,734848213593821186,https://pbs.twimg.com/media/CjK0jhvWkAAoWuZ.jpg
timfarron,1,@realdjt @StrongerIn https://t.co/hd15NrENl6,realdjt,Tue Apr 19 12:33:01 +0000 2016,1,722402624012742657,NA
HaydenTaylorUK,2,Thanks for supporting and helping us with our work in the community @PennyMordauntMP @FlickD #thankyourMP,,Fri Jun 17 07:08:13 +0000 2016,0,743701769595686912,NA
LeaveEUOfficial,98,Mindreader @David_Cameron ain't. #LeaveEU https://t.co/PuKPdksfu2,,Tue May 31 14:06:54 +0000 2016,126,737646539317874688,https://pbs.twimg.com/media/CjylnkvXIAE_16a.jpg
FrancesOGrady,32,"IDS cut tax credits &amp; disability benefits, pushed half a million kids into poverty. No lessons on social justice from Minister for Foodbanks",,Tue May 10 11:33:27 +0000 2016,53,729997776231251968,NA
